Brand,Model,Series,RAM,Storage,Cashify Price (INR),Cashify + 3% Price (INR),Cashify Link
"vivo","vivo T2 Pro","T Series","6 GB","512 GB",24500,25235,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-pro-6-gb-512-gb"
"vivo","vivo T2 Pro","T Series","8 GB","128 GB",14700,15141,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-pro-8-gb-128-gb"
"vivo","vivo T2 Pro","T Series","8 GB","256 GB",20700,21321,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-pro-8-gb-256-gb"
"vivo","vivo T2 Pro","T Series","8 GB","512 GB",25700,26471,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-pro-8-gb-512-gb"
"vivo","vivo T2 Pro","T Series","12 GB","128 GB",17100,17613,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-pro-12-gb-128-gb"
"vivo","vivo T2 Pro","T Series","12 GB","256 GB",23100,23793,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-pro-12-gb-256-gb"
"vivo","vivo T2 Pro","T Series","12 GB","512 GB",28100,28943,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-pro-12-gb-512-gb"
"vivo","vivo T2","T Series","2 GB","32 GB",7000,7210,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-2-gb-32-gb"
"vivo","vivo T2","T Series","2 GB","64 GB",7000,7210,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-2-gb-64-gb"
"vivo","vivo T2","T Series","2 GB","128 GB",3500,3605,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-2-gb-128-gb"
"vivo","vivo T2","T Series","2 GB","256 GB",7000,7210,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-2-gb-256-gb"
"vivo","vivo T2","T Series","4 GB","32 GB",8200,8446,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-4-gb-32-gb"
"vivo","vivo T2","T Series","4 GB","64 GB",8200,8446,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-4-gb-64-gb"
"vivo","vivo T2","T Series","4 GB","128 GB",4700,4841,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-4-gb-128-gb"
"vivo","vivo T2","T Series","4 GB","256 GB",8200,8446,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-4-gb-256-gb"
"vivo","vivo T2","T Series","6 GB","32 GB",9400,9682,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-6-gb-32-gb"
"vivo","vivo T2","T Series","6 GB","64 GB",9400,9682,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-6-gb-64-gb"
"vivo","vivo T2","T Series","6 GB","128 GB",5900,6077,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-6-gb-128-gb"
"vivo","vivo T2","T Series","6 GB","256 GB",9400,9682,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-6-gb-256-gb"
"vivo","vivo T2","T Series","8 GB","32 GB",10600,10918,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-8-gb-32-gb"
"vivo","vivo T2","T Series","8 GB","64 GB",10600,10918,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-8-gb-64-gb"
"vivo","vivo T2","T Series","8 GB","128 GB",7100,7313,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-8-gb-128-gb"
"vivo","vivo T2","T Series","8 GB","256 GB",10600,10918,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2-8-gb-256-gb"
"vivo","vivo T2x","T Series","2 GB","32 GB",7000,7210,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2x-2-gb-32-gb"
"vivo","vivo T2x","T Series","2 GB","64 GB",7000,7210,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2x-2-gb-64-gb"
"vivo","vivo T2x","T Series","2 GB","128 GB",3500,3605,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2x-2-gb-128-gb"
"vivo","vivo T2x","T Series","2 GB","256 GB",7000,7210,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2x-2-gb-256-gb"
"vivo","vivo T2x","T Series","4 GB","32 GB",8200,8446,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2x-4-gb-32-gb"
"vivo","vivo T2x","T Series","4 GB","64 GB",8200,8446,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2x-4-gb-64-gb"
"vivo","vivo T2x","T Series","4 GB","128 GB",4700,4841,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2x-4-gb-128-gb"
"vivo","vivo T2x","T Series","4 GB","256 GB",8200,8446,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2x-4-gb-256-gb"
"vivo","vivo T2x","T Series","6 GB","32 GB",9400,9682,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2x-6-gb-32-gb"
"vivo","vivo T2x","T Series","6 GB","64 GB",9400,9682,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2x-6-gb-64-gb"
"vivo","vivo T2x","T Series","6 GB","128 GB",5900,6077,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2x-6-gb-128-gb"
"vivo","vivo T2x","T Series","6 GB","256 GB",9400,9682,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2x-6-gb-256-gb"
"vivo","vivo T2x","T Series","8 GB","32 GB",10600,10918,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2x-8-gb-32-gb"
"vivo","vivo T2x","T Series","8 GB","64 GB",10600,10918,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2x-8-gb-64-gb"
"vivo","vivo T2x","T Series","8 GB","128 GB",7100,7313,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2x-8-gb-128-gb"
"vivo","vivo T2x","T Series","8 GB","256 GB",10600,10918,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t2x-8-gb-256-gb"
"vivo","vivo T3","T Series","2 GB","32 GB",8500,8755,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-2-gb-32-gb"
"vivo","vivo T3","T Series","2 GB","64 GB",8500,8755,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-2-gb-64-gb"
"vivo","vivo T3","T Series","2 GB","128 GB",3500,3605,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-2-gb-128-gb"
"vivo","vivo T3","T Series","2 GB","256 GB",8500,8755,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-2-gb-256-gb"
"vivo","vivo T3","T Series","4 GB","32 GB",9700,9991,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-4-gb-32-gb"
"vivo","vivo T3","T Series","4 GB","64 GB",9700,9991,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-4-gb-64-gb"
"vivo","vivo T3","T Series","4 GB","128 GB",4700,4841,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-4-gb-128-gb"
"vivo","vivo T3","T Series","4 GB","256 GB",9700,9991,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-4-gb-256-gb"
"vivo","vivo T3","T Series","6 GB","32 GB",10900,11227,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-6-gb-32-gb"
"vivo","vivo T3","T Series","6 GB","64 GB",10900,11227,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-6-gb-64-gb"
"vivo","vivo T3","T Series","6 GB","128 GB",5900,6077,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-6-gb-128-gb"
"vivo","vivo T3","T Series","6 GB","256 GB",10900,11227,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-6-gb-256-gb"
"vivo","vivo T3","T Series","8 GB","32 GB",12100,12463,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-8-gb-32-gb"
"vivo","vivo T3","T Series","8 GB","64 GB",12100,12463,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-8-gb-64-gb"
"vivo","vivo T3","T Series","8 GB","128 GB",7100,7313,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-8-gb-128-gb"
"vivo","vivo T3","T Series","8 GB","256 GB",12100,12463,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-8-gb-256-gb"
"vivo","vivo T3x","T Series","2 GB","32 GB",8500,8755,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3x-2-gb-32-gb"
"vivo","vivo T3x","T Series","2 GB","64 GB",8500,8755,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3x-2-gb-64-gb"
"vivo","vivo T3x","T Series","2 GB","128 GB",3500,3605,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3x-2-gb-128-gb"
"vivo","vivo T3x","T Series","2 GB","256 GB",8500,8755,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3x-2-gb-256-gb"
"vivo","vivo T3x","T Series","4 GB","32 GB",9700,9991,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3x-4-gb-32-gb"
"vivo","vivo T3x","T Series","4 GB","64 GB",9700,9991,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3x-4-gb-64-gb"
"vivo","vivo T3x","T Series","4 GB","128 GB",4700,4841,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3x-4-gb-128-gb"
"vivo","vivo T3x","T Series","4 GB","256 GB",9700,9991,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3x-4-gb-256-gb"
"vivo","vivo T3x","T Series","6 GB","32 GB",10900,11227,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3x-6-gb-32-gb"
"vivo","vivo T3x","T Series","6 GB","64 GB",10900,11227,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3x-6-gb-64-gb"
"vivo","vivo T3x","T Series","6 GB","128 GB",5900,6077,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3x-6-gb-128-gb"
"vivo","vivo T3x","T Series","6 GB","256 GB",10900,11227,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3x-6-gb-256-gb"
"vivo","vivo T3x","T Series","8 GB","32 GB",12100,12463,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3x-8-gb-32-gb"
"vivo","vivo T3x","T Series","8 GB","64 GB",12100,12463,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3x-8-gb-64-gb"
"vivo","vivo T3x","T Series","8 GB","128 GB",7100,7313,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3x-8-gb-128-gb"
"vivo","vivo T3x","T Series","8 GB","256 GB",12100,12463,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3x-8-gb-256-gb"
"vivo","vivo T3 Lite","T Series","2 GB","32 GB",8500,8755,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-lite-2-gb-32-gb"
"vivo","vivo T3 Lite","T Series","2 GB","64 GB",8500,8755,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-lite-2-gb-64-gb"
"vivo","vivo T3 Lite","T Series","2 GB","128 GB",3500,3605,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-lite-2-gb-128-gb"
"vivo","vivo T3 Lite","T Series","2 GB","256 GB",8500,8755,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-lite-2-gb-256-gb"
"vivo","vivo T3 Lite","T Series","4 GB","32 GB",9700,9991,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-lite-4-gb-32-gb"
"vivo","vivo T3 Lite","T Series","4 GB","64 GB",9700,9991,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-lite-4-gb-64-gb"
"vivo","vivo T3 Lite","T Series","4 GB","128 GB",4700,4841,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-lite-4-gb-128-gb"
"vivo","vivo T3 Lite","T Series","4 GB","256 GB",9700,9991,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-lite-4-gb-256-gb"
"vivo","vivo T3 Lite","T Series","6 GB","32 GB",10900,11227,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-lite-6-gb-32-gb"
"vivo","vivo T3 Lite","T Series","6 GB","64 GB",10900,11227,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-lite-6-gb-64-gb"
"vivo","vivo T3 Lite","T Series","6 GB","128 GB",5900,6077,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-lite-6-gb-128-gb"
"vivo","vivo T3 Lite","T Series","6 GB","256 GB",10900,11227,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-lite-6-gb-256-gb"
"vivo","vivo T3 Lite","T Series","8 GB","32 GB",12100,12463,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-lite-8-gb-32-gb"
"vivo","vivo T3 Lite","T Series","8 GB","64 GB",12100,12463,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-lite-8-gb-64-gb"
"vivo","vivo T3 Lite","T Series","8 GB","128 GB",7100,7313,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-lite-8-gb-128-gb"
"vivo","vivo T3 Lite","T Series","8 GB","256 GB",12100,12463,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-t3-lite-8-gb-256-gb"
"vivo","vivo X Fold 3","X Series & Folds","8 GB","256 GB",57500,59225,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x-fold-3-8-gb-256-gb"
"vivo","vivo X Fold 3","X Series & Folds","8 GB","512 GB",63000,64890,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x-fold-3-8-gb-512-gb"
"vivo","vivo X Fold 3","X Series & Folds","8 GB","1024 GB",68000,70040,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x-fold-3-8-gb-1024-gb"
"vivo","vivo X Fold 3","X Series & Folds","12 GB","256 GB",59900,61697,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x-fold-3-12-gb-256-gb"
"vivo","vivo X Fold 3","X Series & Folds","12 GB","512 GB",65400,67362,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x-fold-3-12-gb-512-gb"
"vivo","vivo X Fold 3","X Series & Folds","12 GB","1024 GB",70400,72512,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x-fold-3-12-gb-1024-gb"
"vivo","vivo X Fold 3","X Series & Folds","16 GB","256 GB",62300,64169,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x-fold-3-16-gb-256-gb"
"vivo","vivo X Fold 3","X Series & Folds","16 GB","512 GB",67800,69834,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x-fold-3-16-gb-512-gb"
"vivo","vivo X Fold 3","X Series & Folds","16 GB","1024 GB",72800,74984,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-x-fold-3-16-gb-1024-gb"
"vivo","vivo Y100","Y Series","2 GB","32 GB",7000,7210,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-2-gb-32-gb"
"vivo","vivo Y100","Y Series","2 GB","64 GB",7000,7210,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-2-gb-64-gb"
"vivo","vivo Y100","Y Series","2 GB","128 GB",3500,3605,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-2-gb-128-gb"
"vivo","vivo Y100","Y Series","2 GB","256 GB",7000,7210,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-2-gb-256-gb"
"vivo","vivo Y100","Y Series","4 GB","32 GB",8200,8446,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-4-gb-32-gb"
"vivo","vivo Y100","Y Series","4 GB","64 GB",8200,8446,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-4-gb-64-gb"
"vivo","vivo Y100","Y Series","4 GB","128 GB",4700,4841,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-4-gb-128-gb"
"vivo","vivo Y100","Y Series","4 GB","256 GB",8200,8446,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-4-gb-256-gb"
"vivo","vivo Y100","Y Series","6 GB","32 GB",9400,9682,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-6-gb-32-gb"
"vivo","vivo Y100","Y Series","6 GB","64 GB",9400,9682,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-6-gb-64-gb"
"vivo","vivo Y100","Y Series","6 GB","128 GB",5900,6077,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-6-gb-128-gb"
"vivo","vivo Y100","Y Series","6 GB","256 GB",9400,9682,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-6-gb-256-gb"
"vivo","vivo Y100","Y Series","8 GB","32 GB",10600,10918,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-8-gb-32-gb"
"vivo","vivo Y100","Y Series","8 GB","64 GB",10600,10918,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-8-gb-64-gb"
"vivo","vivo Y100","Y Series","8 GB","128 GB",7100,7313,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-8-gb-128-gb"
"vivo","vivo Y100","Y Series","8 GB","256 GB",10600,10918,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-8-gb-256-gb"
"vivo","vivo Y100 Pro","Y Series","2 GB","32 GB",12500,12875,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-pro-2-gb-32-gb"
"vivo","vivo Y100 Pro","Y Series","2 GB","64 GB",12500,12875,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-pro-2-gb-64-gb"
"vivo","vivo Y100 Pro","Y Series","2 GB","128 GB",6500,6695,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-pro-2-gb-128-gb"
"vivo","vivo Y100 Pro","Y Series","2 GB","256 GB",12500,12875,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-pro-2-gb-256-gb"
"vivo","vivo Y100 Pro","Y Series","4 GB","32 GB",13700,14111,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-pro-4-gb-32-gb"
"vivo","vivo Y100 Pro","Y Series","4 GB","64 GB",13700,14111,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-pro-4-gb-64-gb"
"vivo","vivo Y100 Pro","Y Series","4 GB","128 GB",7700,7931,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-pro-4-gb-128-gb"
"vivo","vivo Y100 Pro","Y Series","4 GB","256 GB",13700,14111,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-pro-4-gb-256-gb"
"vivo","vivo Y100 Pro","Y Series","6 GB","32 GB",14900,15347,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-pro-6-gb-32-gb"
"vivo","vivo Y100 Pro","Y Series","6 GB","64 GB",14900,15347,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-pro-6-gb-64-gb"
"vivo","vivo Y100 Pro","Y Series","6 GB","128 GB",8900,9167,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-pro-6-gb-128-gb"
"vivo","vivo Y100 Pro","Y Series","6 GB","256 GB",14900,15347,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-pro-6-gb-256-gb"
"vivo","vivo Y100 Pro","Y Series","8 GB","32 GB",16100,16583,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-pro-8-gb-32-gb"
"vivo","vivo Y100 Pro","Y Series","8 GB","64 GB",16100,16583,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-pro-8-gb-64-gb"
"vivo","vivo Y100 Pro","Y Series","8 GB","128 GB",10100,10403,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-pro-8-gb-128-gb"
"vivo","vivo Y100 Pro","Y Series","8 GB","256 GB",16100,16583,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y100-pro-8-gb-256-gb"
"vivo","vivo Y200","Y Series","2 GB","32 GB",7000,7210,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-2-gb-32-gb"
"vivo","vivo Y200","Y Series","2 GB","64 GB",7000,7210,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-2-gb-64-gb"
"vivo","vivo Y200","Y Series","2 GB","128 GB",3500,3605,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-2-gb-128-gb"
"vivo","vivo Y200","Y Series","2 GB","256 GB",7000,7210,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-2-gb-256-gb"
"vivo","vivo Y200","Y Series","4 GB","32 GB",8200,8446,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-4-gb-32-gb"
"vivo","vivo Y200","Y Series","4 GB","64 GB",8200,8446,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-4-gb-64-gb"
"vivo","vivo Y200","Y Series","4 GB","128 GB",4700,4841,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-4-gb-128-gb"
"vivo","vivo Y200","Y Series","4 GB","256 GB",8200,8446,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-4-gb-256-gb"
"vivo","vivo Y200","Y Series","6 GB","32 GB",9400,9682,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-6-gb-32-gb"
"vivo","vivo Y200","Y Series","6 GB","64 GB",9400,9682,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-6-gb-64-gb"
"vivo","vivo Y200","Y Series","6 GB","128 GB",5900,6077,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-6-gb-128-gb"
"vivo","vivo Y200","Y Series","6 GB","256 GB",9400,9682,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-6-gb-256-gb"
"vivo","vivo Y200","Y Series","8 GB","32 GB",10600,10918,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-8-gb-32-gb"
"vivo","vivo Y200","Y Series","8 GB","64 GB",10600,10918,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-8-gb-64-gb"
"vivo","vivo Y200","Y Series","8 GB","128 GB",7100,7313,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-8-gb-128-gb"
"vivo","vivo Y200","Y Series","8 GB","256 GB",10600,10918,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-8-gb-256-gb"
"vivo","vivo Y200 Pro","Y Series","2 GB","32 GB",12500,12875,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-pro-2-gb-32-gb"
"vivo","vivo Y200 Pro","Y Series","2 GB","64 GB",12500,12875,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-pro-2-gb-64-gb"
"vivo","vivo Y200 Pro","Y Series","2 GB","128 GB",6500,6695,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-pro-2-gb-128-gb"
"vivo","vivo Y200 Pro","Y Series","2 GB","256 GB",12500,12875,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-pro-2-gb-256-gb"
"vivo","vivo Y200 Pro","Y Series","4 GB","32 GB",13700,14111,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-pro-4-gb-32-gb"
"vivo","vivo Y200 Pro","Y Series","4 GB","64 GB",13700,14111,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-pro-4-gb-64-gb"
"vivo","vivo Y200 Pro","Y Series","4 GB","128 GB",7700,7931,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-pro-4-gb-128-gb"
"vivo","vivo Y200 Pro","Y Series","4 GB","256 GB",13700,14111,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-pro-4-gb-256-gb"
"vivo","vivo Y200 Pro","Y Series","6 GB","32 GB",14900,15347,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-pro-6-gb-32-gb"
"vivo","vivo Y200 Pro","Y Series","6 GB","64 GB",14900,15347,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-pro-6-gb-64-gb"
"vivo","vivo Y200 Pro","Y Series","6 GB","128 GB",8900,9167,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-pro-6-gb-128-gb"
"vivo","vivo Y200 Pro","Y Series","6 GB","256 GB",14900,15347,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-pro-6-gb-256-gb"
"vivo","vivo Y200 Pro","Y Series","8 GB","32 GB",16100,16583,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-pro-8-gb-32-gb"
"vivo","vivo Y200 Pro","Y Series","8 GB","64 GB",16100,16583,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-pro-8-gb-64-gb"
"vivo","vivo Y200 Pro","Y Series","8 GB","128 GB",10100,10403,"https://www.cashify.in/sell-old-mobile-phone/used-vivo-y200-pro-8-gb-128-gb"
